"No.","Time","Source","Destination","Protocol","Length","Info"
"32963","305.404126","10.0.0.6","10.0.0.2","TCP","54","0  >  34393 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"32982","305.472343","10.0.0.2","10.0.0.6","TCP","574","34856  >  0 [<None>] Seq=1 Win=512 Len=2000"
"32983","305.472364","10.0.0.6","10.0.0.2","TCP","54","0  >  34856 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"32996","305.506281","10.0.0.1","10.0.0.6","TCP","574","16754  >  0 [<None>] Seq=1 Win=512 Len=2000"
"32998","305.506309","10.0.0.6","10.0.0.1","TCP","54","0  >  16754 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33015","305.567702","10.0.0.1","10.0.0.6","TCP","574","27007  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33017","305.567734","10.0.0.6","10.0.0.1","TCP","54","0  >  27007 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33030","305.609161","10.0.0.2","10.0.0.6","TCP","574","37090  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33031","305.609207","10.0.0.6","10.0.0.2","TCP","54","0  >  37090 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33038","305.627618","10.0.0.2","10.0.0.6","TCP","574","41841  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33039","305.627639","10.0.0.6","10.0.0.2","TCP","54","0  >  41841 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33041","305.632786","10.0.0.2","10.0.0.6","TCP","574","41842  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33043","305.632819","10.0.0.6","10.0.0.2","TCP","54","0  >  41842 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33046","305.638734","10.0.0.1","10.0.0.6","TCP","574","32314  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33047","305.638753","10.0.0.6","10.0.0.1","TCP","54","0  >  32314 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33049","305.644185","10.0.0.1","10.0.0.6","TCP","574","39725  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33051","305.644213","10.0.0.6","10.0.0.1","TCP","54","0  >  39725 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33070","305.708421","10.0.0.2","10.0.0.6","TCP","574","42034  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33071","305.708451","10.0.0.6","10.0.0.2","TCP","54","0  >  42034 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33079","305.736082","10.0.0.2","10.0.0.6","TCP","574","44469  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33080","305.736119","10.0.0.6","10.0.0.2","TCP","54","0  >  44469 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33112","305.844654","10.0.0.1","10.0.0.6","TCP","574","39860  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33114","305.844680","10.0.0.6","10.0.0.1","TCP","54","0  >  39860 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33122","305.871039","10.0.0.1","10.0.0.6","TCP","574","53017  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33124","305.871065","10.0.0.6","10.0.0.1","TCP","54","0  >  53017 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33125","305.873486","10.0.0.1","10.0.0.6","TCP","1514","[TCP Spurious Retransmission] 54935  >  0 [<None>] Seq=3268788083 Win=512 Len=2000"
"33126","305.873519","10.0.0.6","10.0.0.1","TCP","54","0  >  54935 [RST, ACK] Seq=1 Ack=3268790083 Win=0 Len=0"
"33166","306.026746","10.0.0.1","10.0.0.6","TCP","574","55756  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33168","306.026775","10.0.0.6","10.0.0.1","TCP","54","0  >  55756 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33171","306.033976","10.0.0.2","10.0.0.6","TCP","574","45296  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33172","306.033990","10.0.0.6","10.0.0.2","TCP","54","0  >  45296 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33177","306.055453","10.0.0.1","10.0.0.6","TCP","574","63991  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33178","306.055485","10.0.0.6","10.0.0.1","TCP","54","0  >  63991 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33189","306.092280","10.0.0.1","10.0.0.6","TCP","574","1178  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33190","306.092301","10.0.0.6","10.0.0.1","TCP","54","0  >  1178 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33192","306.097588","10.0.0.2","10.0.0.6","TCP","574","54625  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33194","306.097599","10.0.0.6","10.0.0.2","TCP","54","0  >  54625 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33199","306.121735","10.0.0.1","10.0.0.6","TCP","574","3115  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33200","306.121819","10.0.0.6","10.0.0.1","TCP","54","0  >  3115 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33202","306.123057","10.0.0.1","10.0.0.6","TCP","1514","5794  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33203","306.123071","10.0.0.6","10.0.0.1","TCP","54","0  >  5794 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33205","306.126096","10.0.0.2","10.0.0.6","TCP","1514","[TCP Spurious Retransmission] 57120  >  0 [<None>] Seq=3680557397 Win=512 Len=2000"
"33206","306.126105","10.0.0.6","10.0.0.2","TCP","54","0  >  57120 [RST, ACK] Seq=1 Ack=3680559397 Win=0 Len=0"
"33215","306.148524","10.0.0.1","10.0.0.6","TCP","574","7176  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33217","306.148549","10.0.0.6","10.0.0.1","TCP","54","0  >  7176 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33220","306.168205","10.0.0.1","10.0.0.6","TCP","1514","8509  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33222","306.168246","10.0.0.6","10.0.0.1","TCP","54","0  >  8509 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33225","306.185652","10.0.0.1","10.0.0.6","TCP","1514","9863  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33226","306.185656","10.0.0.2","10.0.0.6","TCP","574","57397  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33227","306.185710","10.0.0.6","10.0.0.1","TCP","54","0  >  9863 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33228","306.185714","10.0.0.6","10.0.0.2","TCP","54","0  >  57397 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33234","306.199146","10.0.0.1","10.0.0.6","TCP","574","10487  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33236","306.199187","10.0.0.6","10.0.0.1","TCP","54","0  >  10487 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33244","306.231576","10.0.0.2","10.0.0.6","TCP","574","60031  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33246","306.231602","10.0.0.6","10.0.0.2","TCP","54","0  >  60031 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33248","306.246073","10.0.0.2","10.0.0.6","TCP","1514","61542  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33250","306.246150","10.0.0.6","10.0.0.2","TCP","54","0  >  61542 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33255","306.256895","10.0.0.1","10.0.0.6","TCP","574","11788  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33256","306.256916","10.0.0.6","10.0.0.1","TCP","54","0  >  11788 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33265","306.288519","10.0.0.1","10.0.0.6","TCP","574","16177  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33267","306.288546","10.0.0.6","10.0.0.1","TCP","54","0  >  16177 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33268","306.290943","10.0.0.1","10.0.0.6","TCP","574","18009  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33269","306.290951","10.0.0.6","10.0.0.1","TCP","54","0  >  18009 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33278","306.321859","10.0.0.1","10.0.0.6","TCP","574","18619  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33279","306.321884","10.0.0.6","10.0.0.1","TCP","54","0  >  18619 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33284","306.344368","10.0.0.2","10.0.0.6","TCP","574","62368  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33285","306.344405","10.0.0.6","10.0.0.2","TCP","54","0  >  62368 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33300","306.391708","10.0.0.1","10.0.0.6","TCP","574","20576  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33302","306.391732","10.0.0.6","10.0.0.1","TCP","54","0  >  20576 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33316","306.450838","10.0.0.1","10.0.0.6","TCP","574","25602  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33317","306.450860","10.0.0.6","10.0.0.1","TCP","54","0  >  25602 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33321","306.466785","10.0.0.1","10.0.0.6","TCP","574","29126  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33323","306.466833","10.0.0.6","10.0.0.1","TCP","54","0  >  29126 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33357","306.582790","10.0.0.1","10.0.0.6","TCP","574","29401  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33359","306.582824","10.0.0.6","10.0.0.1","TCP","54","0  >  29401 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33360","306.583578","10.0.0.1","10.0.0.6","TCP","574","37555  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33361","306.583596","10.0.0.6","10.0.0.1","TCP","54","0  >  37555 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33365","306.592839","10.0.0.2","10.0.0.6","TCP","574","[TCP Previous segment not captured] 1765  >  0 [<None>] Seq=1348328573 Win=512 Len=2000"
"33367","306.592858","10.0.0.6","10.0.0.2","TCP","54","[TCP ACKed unseen segment] 0  >  1765 [RST, ACK] Seq=1 Ack=1348330573 Win=0 Len=0"
"33368","306.595264","10.0.0.2","10.0.0.6","TCP","574","14255  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33369","306.595271","10.0.0.6","10.0.0.2","TCP","54","0  >  14255 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33380","306.632323","10.0.0.1","10.0.0.6","TCP","574","37891  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33382","306.632453","10.0.0.6","10.0.0.1","TCP","54","0  >  37891 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33394","306.682879","10.0.0.1","10.0.0.6","TCP","574","42246  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33395","306.682901","10.0.0.6","10.0.0.1","TCP","54","0  >  42246 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33397","306.687724","10.0.0.1","10.0.0.6","TCP","574","[TCP Previous segment not captured] 44735  >  0 [<None>] Seq=884541798 Win=512 Len=2000"
"33399","306.687733","10.0.0.6","10.0.0.1","TCP","54","[TCP ACKed unseen segment] 0  >  44735 [RST, ACK] Seq=1 Ack=884543798 Win=0 Len=0"
"33400","306.688938","10.0.0.1","10.0.0.6","TCP","1514","45340  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33401","306.688945","10.0.0.6","10.0.0.1","TCP","54","0  >  45340 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33407","306.713966","10.0.0.2","10.0.0.6","TCP","574","[TCP Spurious Retransmission] 14643  >  0 [<None>] Seq=3419702148 Win=512 Len=2000"
"33408","306.713969","10.0.0.1","10.0.0.6","TCP","574","45768  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33410","306.714008","10.0.0.6","10.0.0.2","TCP","54","0  >  14643 [RST, ACK] Seq=1 Ack=3419704148 Win=0 Len=0"
"33411","306.714013","10.0.0.6","10.0.0.1","TCP","54","0  >  45768 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33412","306.714917","10.0.0.1","10.0.0.6","TCP","574","46658  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33413","306.714924","10.0.0.6","10.0.0.1","TCP","54","0  >  46658 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33426","306.755429","10.0.0.1","10.0.0.6","TCP","574","46661  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33428","306.755452","10.0.0.6","10.0.0.1","TCP","54","0  >  46661 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33429","306.757854","10.0.0.1","10.0.0.6","TCP","574","48462  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33430","306.757862","10.0.0.6","10.0.0.1","TCP","54","0  >  48462 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33432","306.761882","10.0.0.1","10.0.0.6","TCP","574","49302  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33433","306.761904","10.0.0.6","10.0.0.1","TCP","54","0  >  49302 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33435","306.777255","10.0.0.1","10.0.0.6","TCP","1514","49452  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33437","306.777288","10.0.0.6","10.0.0.1","TCP","54","0  >  49452 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33450","306.818488","10.0.0.2","10.0.0.6","TCP","574","19377  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33451","306.818510","10.0.0.6","10.0.0.2","TCP","54","0  >  19377 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33463","306.856075","10.0.0.1","10.0.0.6","TCP","574","49731  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33465","306.856102","10.0.0.6","10.0.0.1","TCP","54","0  >  49731 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33469","306.877493","10.0.0.1","10.0.0.6","TCP","574","54551  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33470","306.877516","10.0.0.6","10.0.0.1","TCP","54","0  >  54551 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33475","306.888099","10.0.0.1","10.0.0.6","TCP","574","55390  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33476","306.888115","10.0.0.6","10.0.0.1","TCP","54","0  >  55390 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33479","306.908091","10.0.0.1","10.0.0.6","TCP","1514","56541  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33481","306.908137","10.0.0.6","10.0.0.1","TCP","54","0  >  56541 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33482","306.912448","10.0.0.2","10.0.0.6","TCP","574","23160  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33484","306.912473","10.0.0.6","10.0.0.2","TCP","54","0  >  23160 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33488","306.922596","10.0.0.2","10.0.0.6","TCP","574","24750  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33490","306.922617","10.0.0.6","10.0.0.2","TCP","54","0  >  24750 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33494","306.942431","10.0.0.1","10.0.0.6","TCP","574","56872  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33496","306.942457","10.0.0.6","10.0.0.1","TCP","54","0  >  56872 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33502","306.962503","10.0.0.1","10.0.0.6","TCP","574","58993  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33503","306.962533","10.0.0.6","10.0.0.1","TCP","54","0  >  58993 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33528","307.048935","10.0.0.2","10.0.0.6","TCP","574","24751  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33529","307.048976","10.0.0.6","10.0.0.2","TCP","54","0  >  24751 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33544","307.097958","10.0.0.2","10.0.0.6","TCP","574","28040  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33545","307.097998","10.0.0.6","10.0.0.2","TCP","54","0  >  28040 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33582","307.207577","10.0.0.1","10.0.0.6","TCP","574","60138  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33583","307.207601","10.0.0.6","10.0.0.1","TCP","54","0  >  60138 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33591","307.227225","10.0.0.2","10.0.0.6","TCP","574","30872  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33593","307.227267","10.0.0.6","10.0.0.2","TCP","54","0  >  30872 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33596","307.236775","10.0.0.1","10.0.0.6","TCP","574","13789  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33597","307.236862","10.0.0.6","10.0.0.1","TCP","54","0  >  13789 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33599","307.239052","10.0.0.1","10.0.0.6","TCP","1514","17013  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33600","307.239097","10.0.0.6","10.0.0.1","TCP","54","0  >  17013 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33610","307.273395","10.0.0.1","10.0.0.6","TCP","574","17225  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33611","307.273524","10.0.0.6","10.0.0.1","TCP","54","0  >  17225 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33612","307.275364","10.0.0.2","10.0.0.6","TCP","574","[TCP Spurious Retransmission] 33999  >  0 [<None>] Seq=3927144297 Win=512 Len=2000"
"33614","307.275434","10.0.0.6","10.0.0.2","TCP","54","0  >  33999 [RST, ACK] Seq=1 Ack=3927146297 Win=0 Len=0"
"33619","307.288425","10.0.0.1","10.0.0.6","TCP","574","19637  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33621","307.288450","10.0.0.6","10.0.0.1","TCP","54","0  >  19637 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33623","307.293663","10.0.0.1","10.0.0.6","TCP","1514","21260  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33624","307.293690","10.0.0.6","10.0.0.1","TCP","54","0  >  21260 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33634","307.318360","10.0.0.1","10.0.0.6","TCP","574","21380  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33636","307.318396","10.0.0.6","10.0.0.1","TCP","54","0  >  21380 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33639","307.332628","10.0.0.2","10.0.0.6","TCP","574","36704  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33641","307.332663","10.0.0.6","10.0.0.2","TCP","54","0  >  36704 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33656","307.371501","10.0.0.2","10.0.0.6","TCP","574","39355  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33658","307.371539","10.0.0.6","10.0.0.2","TCP","54","0  >  39355 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33663","307.395439","10.0.0.2","10.0.0.6","TCP","574","41765  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33664","307.395462","10.0.0.6","10.0.0.2","TCP","54","0  >  41765 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33665","307.397860","10.0.0.1","10.0.0.6","TCP","574","24159  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33667","307.397874","10.0.0.6","10.0.0.1","TCP","54","0  >  24159 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33673","307.424574","10.0.0.2","10.0.0.6","TCP","1514","44034  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33674","307.424597","10.0.0.6","10.0.0.2","TCP","54","0  >  44034 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33676","307.429422","10.0.0.1","10.0.0.6","TCP","574","30542  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33678","307.429433","10.0.0.6","10.0.0.1","TCP","54","0  >  30542 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33686","307.448048","10.0.0.1","10.0.0.6","TCP","574","33007  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33687","307.448070","10.0.0.6","10.0.0.1","TCP","54","0  >  33007 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33689","307.452424","10.0.0.2","10.0.0.6","TCP","574","44246  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33690","307.452448","10.0.0.6","10.0.0.2","TCP","54","0  >  44246 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33700","307.482053","10.0.0.1","10.0.0.6","TCP","574","35626  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33701","307.482073","10.0.0.6","10.0.0.1","TCP","54","0  >  35626 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33705","307.501179","10.0.0.1","10.0.0.6","TCP","1514","38779  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33706","307.501223","10.0.0.6","10.0.0.1","TCP","54","0  >  38779 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33711","307.511732","10.0.0.2","10.0.0.6","TCP","574","44735  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33713","307.511757","10.0.0.6","10.0.0.2","TCP","54","0  >  44735 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33733","307.578153","10.0.0.1","10.0.0.6","TCP","574","39193  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33734","307.578184","10.0.0.6","10.0.0.1","TCP","54","0  >  39193 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33745","307.616910","10.0.0.2","10.0.0.6","TCP","574","47490  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33747","307.616937","10.0.0.6","10.0.0.2","TCP","54","0  >  47490 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33749","307.621749","10.0.0.2","10.0.0.6","TCP","574","50628  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33751","307.621758","10.0.0.6","10.0.0.2","TCP","54","0  >  50628 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33765","307.666261","10.0.0.1","10.0.0.6","TCP","574","46338  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33767","307.666290","10.0.0.6","10.0.0.1","TCP","54","0  >  46338 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33771","307.676371","10.0.0.2","10.0.0.6","TCP","574","50629  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33772","307.676405","10.0.0.6","10.0.0.2","TCP","54","0  >  50629 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33778","307.701891","10.0.0.2","10.0.0.6","TCP","574","53157  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33779","307.701921","10.0.0.6","10.0.0.2","TCP","54","0  >  53157 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33783","307.710224","10.0.0.1","10.0.0.6","TCP","574","53257  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33784","307.710264","10.0.0.6","10.0.0.1","TCP","54","0  >  53257 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33786","307.712186","10.0.0.1","10.0.0.6","TCP","1514","56527  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33787","307.712200","10.0.0.6","10.0.0.1","TCP","54","0  >  56527 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33792","307.723159","10.0.0.2","10.0.0.6","TCP","1514","53550  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33793","307.723199","10.0.0.6","10.0.0.2","TCP","54","0  >  53550 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33807","307.769169","10.0.0.1","10.0.0.6","TCP","574","56734  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33808","307.769189","10.0.0.6","10.0.0.1","TCP","54","0  >  56734 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33811","307.788311","10.0.0.1","10.0.0.6","TCP","1514","61077  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33812","307.788402","10.0.0.6","10.0.0.1","TCP","54","0  >  61077 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33818","307.800166","10.0.0.2","10.0.0.6","TCP","574","54115  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33819","307.800190","10.0.0.6","10.0.0.2","TCP","54","0  >  54115 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33826","307.822958","10.0.0.1","10.0.0.6","TCP","574","61447  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33828","307.822982","10.0.0.6","10.0.0.1","TCP","54","0  >  61447 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33836","307.843975","10.0.0.1","10.0.0.6","TCP","574","64503  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33838","307.844003","10.0.0.6","10.0.0.1","TCP","54","0  >  64503 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33839","307.846406","10.0.0.1","10.0.0.6","TCP","574","1201  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33840","307.846419","10.0.0.6","10.0.0.1","TCP","54","0  >  1201 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33844","307.855829","10.0.0.1","10.0.0.6","TCP","1514","2446  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33845","307.855861","10.0.0.6","10.0.0.1","TCP","54","0  >  2446 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33848","307.864324","10.0.0.1","10.0.0.6","TCP","574","2660  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33849","307.864354","10.0.0.6","10.0.0.1","TCP","54","0  >  2660 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33852","307.871537","10.0.0.2","10.0.0.6","TCP","574","58665  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33854","307.871568","10.0.0.6","10.0.0.2","TCP","54","0  >  58665 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33858","307.886533","10.0.0.2","10.0.0.6","TCP","1514","60761  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33859","307.886557","10.0.0.6","10.0.0.2","TCP","54","0  >  60761 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33860","307.888958","10.0.0.1","10.0.0.6","TCP","574","3524  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33862","307.888979","10.0.0.6","10.0.0.1","TCP","54","0  >  3524 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33878","307.932743","10.0.0.2","10.0.0.6","TCP","574","61050  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33880","307.932774","10.0.0.6","10.0.0.2","TCP","54","0  >  61050 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33890","307.958321","10.0.0.1","10.0.0.6","TCP","574","4751  >  0 [<None>] Seq=1 Win=512 Len=2000"
"33891","307.958350","10.0.0.6","10.0.0.1","TCP","54","0  >  4751 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"33895","307.968787","10.0.0.1","10.0.0.6","TCP","1514","11412  >  0 [<None>] Seq=1 Win=512 Len=2000"
